Participant,Hand,Expected Gesture,Predicted Gesture,Confidence,File,Correct,Threshold
Pouya,Left,Repeat-That,Repeat-That,0.9998906850814819,Pouya-Repeat-That_Left_2025-04-04_13-47-16.csv,True,0.27
Pouya,Left,Repeat-That,Repeat-That,0.9999388456344604,Pouya-Repeat-That_Left_2025-04-04_13-47-17.csv,True,0.27
Pouya,Left,Repeat-That,Repeat-That,0.9999563694000244,Pouya-Repeat-That_Left_2025-04-04_13-47-18.csv,True,0.27
Pouya,Left,Repeat-That,Repeat-That,0.9999603033065796,Pouya-Repeat-That_Left_2025-04-04_13-47-19.csv,True,0.27
Pouya,Left,Repeat-That,Repeat-That,0.9999459981918335,Pouya-Repeat-That_Left_2025-04-04_13-47-20.csv,True,0.27
Pouya,Left,Repeat-That,Repeat-That,0.9999401569366455,Pouya-Repeat-That_Left_2025-04-04_13-47-21.csv,True,0.27
Pouya,Left,Repeat-That,Repeat-That,0.9999338388442993,Pouya-Repeat-That_Left_2025-04-04_13-47-22.csv,True,0.27
Pouya,Right,Repeat-That,Yes,0.8441264629364014,Pouya-Repeat-That_Right_2025-04-04_13-47-08.csv,False,0.27
Pouya,Right,Repeat-That,Yes,0.7386557459831238,Pouya-Repeat-That_Right_2025-04-04_13-47-09.csv,False,0.27
Pouya,Right,Repeat-That,Yes,0.7811084985733032,Pouya-Repeat-That_Right_2025-04-04_13-47-10.csv,False,0.27
Pouya,Right,Repeat-That,Yes,0.8326780796051025,Pouya-Repeat-That_Right_2025-04-04_13-47-11.csv,False,0.27
Pouya,Right,Repeat-That,Yes,0.9227731823921204,Pouya-Repeat-That_Right_2025-04-04_13-47-12.csv,False,0.27
Pouya,Left,Start-Talking,Start-Talking,0.9950242638587952,Pouya-Start-Talking_Left_2025-04-04_13-41-59.csv,True,0.27
Pouya,Left,Start-Talking,Start-Talking,0.9965181350708008,Pouya-Start-Talking_Left_2025-04-04_13-42-00.csv,True,0.27
Pouya,Left,Start-Talking,Start-Talking,0.9975435137748718,Pouya-Start-Talking_Left_2025-04-04_13-42-01.csv,True,0.27
Pouya,Left,Start-Talking,Start-Talking,0.9983842372894287,Pouya-Start-Talking_Left_2025-04-04_13-42-02.csv,True,0.27
Pouya,Right,Start-Talking,Start-Talking,0.7867201566696167,Pouya-Start-Talking_Right_2025-04-04_13-41-53.csv,True,0.27
Pouya,Right,Start-Talking,Start-Talking,0.7746726870536804,Pouya-Start-Talking_Right_2025-04-04_13-41-54.csv,True,0.27
Pouya,Right,Start-Talking,Start-Talking,0.8284422159194946,Pouya-Start-Talking_Right_2025-04-04_13-41-55.csv,True,0.27
Pouya,Left,Stop-Talking,Stop-Talking,1.0,Pouya-Stop-Talking_Left_2025-04-04_13-42-35.csv,True,0.27
Pouya,Left,Stop-Talking,Stop-Talking,1.0,Pouya-Stop-Talking_Left_2025-04-04_13-42-37.csv,True,0.27
Pouya,Left,Stop-Talking,Stop-Talking,1.0,Pouya-Stop-Talking_Left_2025-04-04_13-42-38.csv,True,0.27
Pouya,Left,Stop-Talking,Stop-Talking,1.0,Pouya-Stop-Talking_Left_2025-04-04_13-42-39.csv,True,0.27
Pouya,Left,Stop-Talking,Stop-Talking,1.0,Pouya-Stop-Talking_Left_2025-04-04_13-42-40.csv,True,0.27
Pouya,Right,Stop-Talking,Stop-Talking,0.999992847442627,Pouya-Stop-Talking_Right_2025-04-04_13-42-29.csv,True,0.27
Pouya,Right,Stop-Talking,Stop-Talking,0.9999927282333374,Pouya-Stop-Talking_Right_2025-04-04_13-42-30.csv,True,0.27
Pouya,Right,Stop-Talking,Stop-Talking,0.9999920129776001,Pouya-Stop-Talking_Right_2025-04-04_13-42-31.csv,True,0.27
Pouya,Left,Tell-Me-More,Hello,0.9905581474304199,Pouya-Tell-Me-More_Left_2025-04-04_13-46-37.csv,False,0.27
Pouya,Left,Tell-Me-More,Hello,0.9941331744194031,Pouya-Tell-Me-More_Left_2025-04-04_13-46-38.csv,False,0.27
Pouya,Left,Tell-Me-More,Hello,0.9947490096092224,Pouya-Tell-Me-More_Left_2025-04-04_13-46-39.csv,False,0.27
Pouya,Left,Tell-Me-More,Hello,0.9945025444030762,Pouya-Tell-Me-More_Left_2025-04-04_13-46-40.csv,False,0.27
Pouya,Left,Tell-Me-More,Hello,0.9964351654052734,Pouya-Tell-Me-More_Left_2025-04-04_13-46-41.csv,False,0.27
Pouya,Left,Tell-Me-More,Hello,0.9961948394775391,Pouya-Tell-Me-More_Left_2025-04-04_13-46-42.csv,False,0.27
Pouya,Right,Tell-Me-More,Tell-Me-More,0.8734251260757446,Pouya-Tell-Me-More_Right_2025-04-04_13-46-30.csv,True,0.27
Pouya,Right,Tell-Me-More,Tell-Me-More,0.8610913157463074,Pouya-Tell-Me-More_Right_2025-04-04_13-46-31.csv,True,0.27
Pouya,Right,Tell-Me-More,Tell-Me-More,0.8519980311393738,Pouya-Tell-Me-More_Right_2025-04-04_13-46-32.csv,True,0.27
Pouya,Right,Tell-Me-More,Tell-Me-More,0.8779104948043823,Pouya-Tell-Me-More_Right_2025-04-04_13-46-33.csv,True,0.27
Pouya,Left,Thank-You,Thank-You,0.7951326966285706,Pouya-Thank-You_Left_2025-04-04_13-45-15.csv,True,0.27
Pouya,Left,Thank-You,Thank-You,0.5832937955856323,Pouya-Thank-You_Left_2025-04-04_13-45-16.csv,True,0.27
Pouya,Left,Thank-You,Hello,0.5159602761268616,Pouya-Thank-You_Left_2025-04-04_13-45-17.csv,False,0.27
Pouya,Left,Thank-You,Hello,0.6451008915901184,Pouya-Thank-You_Left_2025-04-04_13-45-18.csv,False,0.27
Pouya,Left,Thank-You,Hello,0.8191347122192383,Pouya-Thank-You_Left_2025-04-04_13-45-19.csv,False,0.27
Pouya,Right,Thank-You,Thank-You,0.9999592304229736,Pouya-Thank-You_Right_2025-04-04_13-45-08.csv,True,0.27
Pouya,Right,Thank-You,Thank-You,0.9999550580978394,Pouya-Thank-You_Right_2025-04-04_13-45-09.csv,True,0.27
Pouya,Right,Thank-You,Thank-You,0.9998953342437744,Pouya-Thank-You_Right_2025-04-04_13-45-10.csv,True,0.27
Pouya,Right,Thank-You,Thank-You,0.9998869895935059,Pouya-Thank-You_Right_2025-04-04_13-45-11.csv,True,0.27
Pouya,Left,Yes,Yes,0.9995192289352417,Pouya-Yes_Left_2025-04-04_13-43-17.csv,True,0.27
Pouya,Left,Yes,Yes,0.9995354413986206,Pouya-Yes_Left_2025-04-04_13-43-18.csv,True,0.27
Pouya,Left,Yes,Yes,0.9995841383934021,Pouya-Yes_Left_2025-04-04_13-43-19.csv,True,0.27
Pouya,Left,Yes,Yes,0.9995496869087219,Pouya-Yes_Left_2025-04-04_13-43-20.csv,True,0.27
Pouya,Right,Yes,Yes,0.6067920327186584,Pouya-Yes_Right_2025-04-04_13-43-10.csv,True,0.27
Pouya,Right,Yes,Yes,0.6097039580345154,Pouya-Yes_Right_2025-04-04_13-43-11.csv,True,0.27
Pouya,Right,Yes,Yes,0.643753707408905,Pouya-Yes_Right_2025-04-04_13-43-12.csv,True,0.27
Finch,Left,Goodbye,Hello,0.9900714159011841,Finch-Goodbye_Left_2025-04-04_13-28-52.csv,False,0.28
Finch,Left,Goodbye,Hello,0.9917346239089966,Finch-Goodbye_Left_2025-04-04_13-28-53.csv,False,0.28
Finch,Left,Goodbye,Hello,0.9920299053192139,Finch-Goodbye_Left_2025-04-04_13-28-54.csv,False,0.28
Finch,Left,Goodbye,Hello,0.9764045476913452,Finch-Goodbye_Left_2025-04-04_13-28-55.csv,False,0.28
Finch,Left,Goodbye,Hello,0.9918211698532104,Finch-Goodbye_Left_2025-04-04_13-28-58.csv,False,0.28
Finch,Right,Goodbye,Goodbye,0.9981081485748291,Finch-Goodbye_Right_2025-04-04_13-28-45.csv,True,0.28
Finch,Right,Goodbye,Goodbye,0.9957492351531982,Finch-Goodbye_Right_2025-04-04_13-28-46.csv,True,0.28
Finch,Right,Goodbye,Goodbye,0.9995763897895813,Finch-Goodbye_Right_2025-04-04_13-28-47.csv,True,0.28
Finch,Left,Hello,Hello,0.9999575614929199,Finch-Hello_Left_2025-04-04_13-18-54.csv,True,0.28
Finch,Left,Hello,Hello,0.9999411106109619,Finch-Hello_Left_2025-04-04_13-18-55.csv,True,0.28
Finch,Left,Hello,Hello,0.9999325275421143,Finch-Hello_Left_2025-04-04_13-18-56.csv,True,0.28
Finch,Left,Hello,Hello,0.9999200105667114,Finch-Hello_Left_2025-04-04_13-18-58.csv,True,0.28
Finch,Right,Hello,Hello,0.8265589475631714,Finch-Hello_Right_2025-04-04_13-18-47.csv,True,0.28
Finch,Right,Hello,Goodbye,0.5719817876815796,Finch-Hello_Right_2025-04-04_13-18-48.csv,False,0.28
Finch,Right,Hello,Goodbye,0.7210307121276855,Finch-Hello_Right_2025-04-04_13-18-49.csv,False,0.28
Finch,Left,How-Are-You,How-Are-You,0.9999643564224243,Finch-How-Are-You_Left_2025-04-04_13-24-57.csv,True,0.28
Finch,Left,How-Are-You,How-Are-You,0.9999475479125977,Finch-How-Are-You_Left_2025-04-04_13-24-58.csv,True,0.28
Finch,Left,How-Are-You,How-Are-You,0.9998883008956909,Finch-How-Are-You_Left_2025-04-04_13-24-59.csv,True,0.28
Finch,Left,How-Are-You,How-Are-You,0.9999492168426514,Finch-How-Are-You_Left_2025-04-04_13-25-00.csv,True,0.28
Finch,Right,How-Are-You,How-Are-You,0.9916175007820129,Finch-How-Are-You_Right_2025-04-04_13-24-51.csv,True,0.28
Finch,Right,How-Are-You,How-Are-You,0.9915375709533691,Finch-How-Are-You_Right_2025-04-04_13-24-52.csv,True,0.28
Finch,Right,How-Are-You,How-Are-You,0.9916886687278748,Finch-How-Are-You_Right_2025-04-04_13-24-53.csv,True,0.28
Finch,Right,How-Are-You,How-Are-You,0.9911863207817078,Finch-How-Are-You_Right_2025-04-04_13-24-54.csv,True,0.28
Finch,Left,No,Stop-Talking,0.9963064193725586,Finch-No_Left_2025-04-04_13-23-49.csv,False,0.28
Finch,Left,No,Stop-Talking,0.5520322918891907,Finch-No_Left_2025-04-04_13-23-50.csv,False,0.28
Finch,Left,No,Stop-Talking,0.9045320749282837,Finch-No_Left_2025-04-04_13-23-51.csv,False,0.28
Finch,Left,No,Stop-Talking,0.9705725312232971,Finch-No_Left_2025-04-04_13-23-52.csv,False,0.28
Finch,Left,No,Stop-Talking,0.7832290530204773,Finch-No_Left_2025-04-04_13-23-53.csv,False,0.28
Finch,Left,No,Stop-Talking,0.8650873899459839,Finch-No_Left_2025-04-04_13-23-54.csv,False,0.28
Finch,Left,No,No,0.9696038365364075,Finch-No_Left_2025-04-04_13-23-55.csv,True,0.28
Finch,Left,No,No,0.5550318360328674,Finch-No_Left_2025-04-04_13-23-57.csv,True,0.28
Finch,Left,No,Stop-Talking,0.8158426284790039,Finch-No_Left_2025-04-04_13-23-58.csv,False,0.28
Finch,Right,No,Stop-Talking,0.9998082518577576,Finch-No_Right_2025-04-04_13-23-42.csv,False,0.28
Finch,Right,No,Stop-Talking,0.9999065399169922,Finch-No_Right_2025-04-04_13-23-43.csv,False,0.28
Finch,Right,No,Stop-Talking,0.9999147653579712,Finch-No_Right_2025-04-04_13-23-44.csv,False,0.28
Finch,Right,No,Stop-Talking,0.9999217987060547,Finch-No_Right_2025-04-04_13-23-45.csv,False,0.28
Finch,Left,Repeat-That,Repeat-That,0.9678639769554138,Finch-Repeat-That_Left_2025-04-04_13-30-48.csv,True,0.28
Finch,Left,Repeat-That,Stop-Talking,0.9153162240982056,Finch-Repeat-That_Left_2025-04-04_13-30-57.csv,False,0.28
Finch,Left,Repeat-That,Repeat-That,0.9999740123748779,Finch-Repeat-That_Left_2025-04-04_13-30-58.csv,True,0.28
Finch,Left,Repeat-That,Stop-Talking,0.9889445304870605,Finch-Repeat-That_Left_2025-04-04_13-31-01.csv,False,0.28
Finch,Left,Repeat-That,Stop-Talking,0.9545214176177979,Finch-Repeat-That_Left_2025-04-04_13-31-02.csv,False,0.28
Finch,Left,Repeat-That,Repeat-That,0.9600313305854797,Finch-Repeat-That_Left_2025-04-04_13-31-04.csv,True,0.28
Finch,Right,Repeat-That,Yes,0.920727550983429,Finch-Repeat-That_Right_2025-04-04_13-30-39.csv,False,0.28
Finch,Right,Repeat-That,Start-Talking,0.9981167316436768,Finch-Repeat-That_Right_2025-04-04_13-30-40.csv,False,0.28
Finch,Right,Repeat-That,Start-Talking,0.9998692274093628,Finch-Repeat-That_Right_2025-04-04_13-30-41.csv,False,0.28
Finch,Right,Repeat-That,Start-Talking,0.9998075366020203,Finch-Repeat-That_Right_2025-04-04_13-30-42.csv,False,0.28
Finch,Right,Repeat-That,Repeat-That,0.5173792243003845,Finch-Repeat-That_Right_2025-04-04_13-30-43.csv,True,0.28
Finch,Left,Start-Talking,Start-Talking,0.9999990463256836,Finch-Start-Talking_Left_2025-04-04_13-19-24.csv,True,0.28
Finch,Left,Start-Talking,Start-Talking,0.996450662612915,Finch-Start-Talking_Left_2025-04-04_13-19-25.csv,True,0.28
Finch,Left,Start-Talking,Start-Talking,0.9945546388626099,Finch-Start-Talking_Left_2025-04-04_13-19-26.csv,True,0.28
Finch,Left,Start-Talking,Start-Talking,0.9949297308921814,Finch-Start-Talking_Left_2025-04-04_13-19-27.csv,True,0.28
Finch,Right,Start-Talking,Start-Talking,1.0,Finch-Start-Talking_Right_2025-04-04_13-19-17.csv,True,0.28
Finch,Right,Start-Talking,Start-Talking,1.0,Finch-Start-Talking_Right_2025-04-04_13-19-18.csv,True,0.28
Finch,Right,Start-Talking,Start-Talking,1.0,Finch-Start-Talking_Right_2025-04-04_13-19-19.csv,True,0.28
Finch,Left,Stop-Talking,Stop-Talking,0.9999998807907104,Finch-Stop-Talking_Left_2025-04-04_13-20-04.csv,True,0.28
Finch,Left,Stop-Talking,Stop-Talking,1.0,Finch-Stop-Talking_Left_2025-04-04_13-20-05.csv,True,0.28
Finch,Left,Stop-Talking,Stop-Talking,1.0,Finch-Stop-Talking_Left_2025-04-04_13-20-06.csv,True,0.28
Finch,Left,Stop-Talking,Stop-Talking,1.0,Finch-Stop-Talking_Left_2025-04-04_13-20-07.csv,True,0.28
Finch,Left,Stop-Talking,Stop-Talking,1.0,Finch-Stop-Talking_Left_2025-04-04_13-20-08.csv,True,0.28
Finch,Right,Stop-Talking,Stop-Talking,0.9997503161430359,Finch-Stop-Talking_Right_2025-04-04_13-19-57.csv,True,0.28
Finch,Right,Stop-Talking,Stop-Talking,0.9997969269752502,Finch-Stop-Talking_Right_2025-04-04_13-19-58.csv,True,0.28
Finch,Right,Stop-Talking,Stop-Talking,0.9998372793197632,Finch-Stop-Talking_Right_2025-04-04_13-19-59.csv,True,0.28
Finch,Right,Stop-Talking,Stop-Talking,0.9997690320014954,Finch-Stop-Talking_Right_2025-04-04_13-20-00.csv,True,0.28
Finch,Right,Stop-Talking,Stop-Talking,0.9997909665107727,Finch-Stop-Talking_Right_2025-04-04_13-20-01.csv,True,0.28
Finch,Left,Tell-Me-More,Hello,0.9986621141433716,Finch-Tell-Me-More_Left_2025-04-04_13-30-00.csv,False,0.28
Finch,Left,Tell-Me-More,Hello,0.9996922016143799,Finch-Tell-Me-More_Left_2025-04-04_13-30-01.csv,False,0.28
Finch,Left,Tell-Me-More,Hello,0.9983398914337158,Finch-Tell-Me-More_Left_2025-04-04_13-30-02.csv,False,0.28
Finch,Left,Tell-Me-More,Hello,0.9976041913032532,Finch-Tell-Me-More_Left_2025-04-04_13-30-03.csv,False,0.28
Finch,Left,Tell-Me-More,Hello,0.9980040192604065,Finch-Tell-Me-More_Left_2025-04-04_13-30-04.csv,False,0.28
Finch,Right,Tell-Me-More,Tell-Me-More,0.9999432563781738,Finch-Tell-Me-More_Right_2025-04-04_13-29-55.csv,True,0.28
Finch,Right,Tell-Me-More,Tell-Me-More,0.9998549222946167,Finch-Tell-Me-More_Right_2025-04-04_13-29-56.csv,True,0.28
Finch,Right,Tell-Me-More,Tell-Me-More,0.9998230338096619,Finch-Tell-Me-More_Right_2025-04-04_13-29-57.csv,True,0.28
Finch,Left,Thank-You,Hello,0.9631628394126892,Finch-Thank-You_Left_2025-04-04_13-27-11.csv,False,0.28
Finch,Left,Thank-You,Hello,0.9848648309707642,Finch-Thank-You_Left_2025-04-04_13-27-12.csv,False,0.28
Finch,Left,Thank-You,Hello,0.9877089262008667,Finch-Thank-You_Left_2025-04-04_13-27-13.csv,False,0.28
Finch,Left,Thank-You,Hello,0.9933347702026367,Finch-Thank-You_Left_2025-04-04_13-27-14.csv,False,0.28
Finch,Left,Thank-You,Hello,0.9959298968315125,Finch-Thank-You_Left_2025-04-04_13-27-15.csv,False,0.28
Finch,Right,Thank-You,Thank-You,0.9999996423721313,Finch-Thank-You_Right_2025-04-04_13-27-04.csv,True,0.28
Finch,Right,Thank-You,Thank-You,0.9999988079071045,Finch-Thank-You_Right_2025-04-04_13-27-05.csv,True,0.28
Finch,Right,Thank-You,Thank-You,0.9999988079071045,Finch-Thank-You_Right_2025-04-04_13-27-06.csv,True,0.28
Finch,Right,Thank-You,Thank-You,0.9999995231628418,Finch-Thank-You_Right_2025-04-04_13-27-07.csv,True,0.28
Finch,Left,Yes,Yes,0.9947821497917175,Finch-Yes_Left_2025-04-04_13-23-07.csv,True,0.28
Finch,Left,Yes,Yes,0.9944851994514465,Finch-Yes_Left_2025-04-04_13-23-08.csv,True,0.28
Finch,Left,Yes,Yes,0.995448648929596,Finch-Yes_Left_2025-04-04_13-23-09.csv,True,0.28
Finch,Left,Yes,Yes,0.9958155751228333,Finch-Yes_Left_2025-04-04_13-23-10.csv,True,0.28
Finch,Right,Yes,Yes,0.9998014569282532,Finch-Yes_Right_2025-04-04_13-33-40.csv,True,0.28
Finch,Right,Yes,Yes,0.9951430559158325,Finch-Yes_Right_2025-04-04_13-33-41.csv,True,0.28
Finch,Right,Yes,Start-Talking,0.7216378450393677,Finch-Yes_Right_2025-04-04_13-33-42.csv,False,0.28
Finch,Right,Yes,Start-Talking,0.5415953993797302,Finch-Yes_Right_2025-04-04_13-33-43.csv,False,0.28
Finch,Right,Yes,Yes,0.5800101161003113,Finch-Yes_Right_2025-04-04_13-33-44.csv,True,0.28
Mostafa,Left,Goodbye,Hello,0.9949213862419128,Mostafa-Goodbye_Left_2025-04-04_13-05-06.csv,False,0.28
Mostafa,Left,Goodbye,Hello,0.9433978796005249,Mostafa-Goodbye_Left_2025-04-04_13-05-07.csv,False,0.28
Mostafa,Left,Goodbye,Hello,0.9205226898193359,Mostafa-Goodbye_Left_2025-04-04_13-05-08.csv,False,0.28
Mostafa,Left,Goodbye,Hello,0.9239929914474487,Mostafa-Goodbye_Left_2025-04-04_13-05-09.csv,False,0.28
Mostafa,Left,Goodbye,Hello,0.9318328499794006,Mostafa-Goodbye_Left_2025-04-04_13-05-10.csv,False,0.28
Mostafa,Right,Goodbye,Goodbye,0.9999251365661621,Mostafa-Goodbye_Right_2025-04-04_13-04-02.csv,True,0.28
Mostafa,Right,Goodbye,Goodbye,0.9999327659606934,Mostafa-Goodbye_Right_2025-04-04_13-04-03.csv,True,0.28
Mostafa,Right,Goodbye,Goodbye,0.9999464750289917,Mostafa-Goodbye_Right_2025-04-04_13-04-04.csv,True,0.28
Mostafa,Right,Goodbye,Goodbye,0.9999382495880127,Mostafa-Goodbye_Right_2025-04-04_13-04-05.csv,True,0.28
Mostafa,Right,Goodbye,Goodbye,0.9999403953552246,Mostafa-Goodbye_Right_2025-04-04_13-04-06.csv,True,0.28
Mostafa,Left,Hello,Hello,0.9999179840087891,Mostafa-Hello-Left_Left_2025-04-04_12-55-56.csv,True,0.28
Mostafa,Left,Hello,Hello,0.9999139308929443,Mostafa-Hello-Left_Left_2025-04-04_12-55-57.csv,True,0.28
Mostafa,Right,Hello,Hello,0.9519284963607788,Mostafa-Hello-Right_Right_2025-04-04_12-55-19.csv,True,0.28
Mostafa,Right,Hello,Hello,0.9426588416099548,Mostafa-Hello-Right_Right_2025-04-04_12-55-20.csv,True,0.28
Mostafa,Right,Hello,Hello,0.9441596269607544,Mostafa-Hello-Right_Right_2025-04-04_12-55-21.csv,True,0.28
Mostafa,Left,How-Are-You,How-Are-You,0.9999982118606567,Mostafa-How-Are-You_Left_2025-04-04_13-02-53.csv,True,0.28
Mostafa,Left,How-Are-You,How-Are-You,0.999997615814209,Mostafa-How-Are-You_Left_2025-04-04_13-02-54.csv,True,0.28
Mostafa,Left,How-Are-You,How-Are-You,0.9999964237213135,Mostafa-How-Are-You_Left_2025-04-04_13-02-55.csv,True,0.28
Mostafa,Right,How-Are-You,How-Are-You,0.9996646642684937,Mostafa-How-Are-You_Right_2025-04-04_13-02-45.csv,True,0.28
Mostafa,Right,How-Are-You,How-Are-You,0.9994545578956604,Mostafa-How-Are-You_Right_2025-04-04_13-02-46.csv,True,0.28
Mostafa,Right,How-Are-You,How-Are-You,0.9989227652549744,Mostafa-How-Are-You_Right_2025-04-04_13-02-47.csv,True,0.28
Mostafa,Left,No,Stop-Talking,0.9994770884513855,Mostafa-No_Left_2025-04-04_13-02-10.csv,False,0.28
Mostafa,Left,No,Stop-Talking,0.9996210336685181,Mostafa-No_Left_2025-04-04_13-02-11.csv,False,0.28
Mostafa,Left,No,Stop-Talking,0.9995995163917542,Mostafa-No_Left_2025-04-04_13-02-12.csv,False,0.28
Mostafa,Right,No,Stop-Talking,0.956672728061676,Mostafa-No_Right_2025-04-04_13-01-44.csv,False,0.28
Mostafa,Right,No,Stop-Talking,0.9475827217102051,Mostafa-No_Right_2025-04-04_13-01-45.csv,False,0.28
Mostafa,Right,No,Stop-Talking,0.964687168598175,Mostafa-No_Right_2025-04-04_13-01-46.csv,False,0.28
Mostafa,Left,Repeat-That,Repeat-That,0.9999747276306152,Mostafa-Repeat-That_Left_2025-04-04_13-06-43.csv,True,0.28
Mostafa,Left,Repeat-That,Repeat-That,0.9999858140945435,Mostafa-Repeat-That_Left_2025-04-04_13-06-44.csv,True,0.28
Mostafa,Left,Repeat-That,Repeat-That,0.9999897480010986,Mostafa-Repeat-That_Left_2025-04-04_13-06-45.csv,True,0.28
Mostafa,Left,Repeat-That,Repeat-That,0.9999876022338867,Mostafa-Repeat-That_Left_2025-04-04_13-06-46.csv,True,0.28
Mostafa,Right,Repeat-That,Repeat-That,0.8138377070426941,Mostafa-Repeat-That_Right_2025-04-04_13-06-37.csv,True,0.28
Mostafa,Right,Repeat-That,Repeat-That,0.9119158387184143,Mostafa-Repeat-That_Right_2025-04-04_13-06-38.csv,True,0.28
Mostafa,Right,Repeat-That,Repeat-That,0.9226402044296265,Mostafa-Repeat-That_Right_2025-04-04_13-06-39.csv,True,0.28
Mostafa,Right,Repeat-That,Repeat-That,0.9130692481994629,Mostafa-Repeat-That_Right_2025-04-04_13-06-40.csv,True,0.28
Mostafa,Left,Start-Talking,Start-Talking,0.9974232912063599,Mostafa-Start-Talking_Left_2025-04-04_12-57-52.csv,True,0.28
Mostafa,Left,Start-Talking,Start-Talking,0.998727023601532,Mostafa-Start-Talking_Left_2025-04-04_12-57-54.csv,True,0.28
Mostafa,Left,Start-Talking,Start-Talking,0.9982150793075562,Mostafa-Start-Talking_Left_2025-04-04_12-57-55.csv,True,0.28
Mostafa,Left,Start-Talking,Start-Talking,0.9976592063903809,Mostafa-Start-Talking_Left_2025-04-04_12-57-56.csv,True,0.28
Mostafa,Right,Start-Talking,Start-Talking,0.9999998807907104,Mostafa-Start-Talking_Right_2025-04-04_12-57-32.csv,True,0.28
Mostafa,Right,Start-Talking,Start-Talking,1.0,Mostafa-Start-Talking_Right_2025-04-04_12-57-34.csv,True,0.28
Mostafa,Right,Start-Talking,Start-Talking,1.0,Mostafa-Start-Talking_Right_2025-04-04_12-57-35.csv,True,0.28
Mostafa,Left,Stop-Talking,Stop-Talking,0.9999761581420898,Mostafa-Stop-Talking_Left_2025-04-04_12-59-59.csv,True,0.28
Mostafa,Left,Stop-Talking,Stop-Talking,0.9999631643295288,Mostafa-Stop-Talking_Left_2025-04-04_13-00-00.csv,True,0.28
Mostafa,Left,Stop-Talking,Stop-Talking,0.9999697208404541,Mostafa-Stop-Talking_Left_2025-04-04_13-00-01.csv,True,0.28
Mostafa,Right,Stop-Talking,Stop-Talking,0.9989608526229858,Mostafa-Stop-Talking_Right_2025-04-04_12-59-52.csv,True,0.28
Mostafa,Right,Stop-Talking,Stop-Talking,0.9985443353652954,Mostafa-Stop-Talking_Right_2025-04-04_12-59-53.csv,True,0.28
Mostafa,Right,Stop-Talking,Stop-Talking,0.9986131191253662,Mostafa-Stop-Talking_Right_2025-04-04_12-59-54.csv,True,0.28
Mostafa,Left,Tell-Me-More,Tell-Me-More,0.833932101726532,Mostafa-Tell-Me-More_Left_2025-04-04_13-05-53.csv,True,0.28
Mostafa,Left,Tell-Me-More,Tell-Me-More,0.8353422284126282,Mostafa-Tell-Me-More_Left_2025-04-04_13-05-54.csv,True,0.28
Mostafa,Left,Tell-Me-More,Tell-Me-More,0.840391993522644,Mostafa-Tell-Me-More_Left_2025-04-04_13-05-55.csv,True,0.28
Mostafa,Left,Tell-Me-More,Tell-Me-More,0.8388975262641907,Mostafa-Tell-Me-More_Left_2025-04-04_13-05-56.csv,True,0.28
Mostafa,Right,Tell-Me-More,Tell-Me-More,0.7815043926239014,Mostafa-Tell-Me-More_Right_2025-04-04_13-05-42.csv,True,0.28
Mostafa,Right,Tell-Me-More,Tell-Me-More,0.7929712533950806,Mostafa-Tell-Me-More_Right_2025-04-04_13-05-43.csv,True,0.28
Mostafa,Right,Tell-Me-More,Tell-Me-More,0.8136559128761292,Mostafa-Tell-Me-More_Right_2025-04-04_13-05-44.csv,True,0.28
Mostafa,Right,Tell-Me-More,Tell-Me-More,0.8227213025093079,Mostafa-Tell-Me-More_Right_2025-04-04_13-05-45.csv,True,0.28
Mostafa,Left,Thank-You,Thank-You,0.7560240030288696,Mostafa-Thank-You_Left_2025-04-04_13-03-36.csv,True,0.28
Mostafa,Left,Thank-You,Thank-You,0.9020821452140808,Mostafa-Thank-You_Left_2025-04-04_13-03-37.csv,True,0.28
Mostafa,Left,Thank-You,Thank-You,0.6978524327278137,Mostafa-Thank-You_Left_2025-04-04_13-03-38.csv,True,0.28
Mostafa,Right,Thank-You,Thank-You,0.9999723434448242,Mostafa-Thank-You_Right_2025-04-04_13-03-29.csv,True,0.28
Mostafa,Right,Thank-You,Thank-You,0.9999879598617554,Mostafa-Thank-You_Right_2025-04-04_13-03-30.csv,True,0.28
Mostafa,Right,Thank-You,Thank-You,0.9999954700469971,Mostafa-Thank-You_Right_2025-04-04_13-03-31.csv,True,0.28
Mostafa,Right,Thank-You,Thank-You,0.9999954700469971,Mostafa-Thank-You_Right_2025-04-04_13-03-32.csv,True,0.28
Mostafa,Left,Yes,Yes,0.9981198906898499,Mostafa-Yes_Left_2025-04-04_13-00-54.csv,True,0.28
Mostafa,Left,Yes,Yes,0.9982359409332275,Mostafa-Yes_Left_2025-04-04_13-00-55.csv,True,0.28
Mostafa,Left,Yes,Yes,0.9987795948982239,Mostafa-Yes_Left_2025-04-04_13-00-56.csv,True,0.28
Mostafa,Right,Yes,Start-Talking,0.9999932050704956,Mostafa-Yes_Right_2025-04-04_13-00-47.csv,False,0.28
Mostafa,Right,Yes,Start-Talking,0.9999966621398926,Mostafa-Yes_Right_2025-04-04_13-00-48.csv,False,0.28
Mostafa,Right,Yes,Start-Talking,0.9999961853027344,Mostafa-Yes_Right_2025-04-04_13-00-49.csv,False,0.28
Mykola,Left,Goodbye,Goodbye,0.575262725353241,Mykola-Goodbye_Left_2025-04-04_13-58-22.csv,True,0.28
